"Division";"Region_Name";"Branch_Name";"Agent_Name";"Branch_ID";"ID";"Length_Service_Category";"unqid"
"UK Insurance";"South West";"Truro";"Mrs J Johnson";21.0;204.0;"5+";4661.0
"UK Insurance";"South West";"Truro";"Mrs J Johnson";21.0;204.0;"5+";4662.0
"UK Insurance";"South West";"Truro";"Mrs J Turner";21.0;37.0;"0";4664.0
"UK Insurance";"South West";"Truro";"Mrs K Geppert";21.0;14.0;"0";4665.0
"UK Insurance";"South West";"Truro";"Mrs K Souter";21.0;345.0;"0";4666.0
"UK Insurance";"South West";"Truro";"Mrs K Souter";21.0;345.0;"0";4667.0
"UK Insurance";"North";"Leeds";"Mr A Fitzpatrick";12.0;385.0;"5+";4818.0
"UK Insurance";"North";"Leeds";"Mr A Fitzpatrick";12.0;385.0;"5+";4819.0
"UK Insurance";"North";"Leeds";"Mr A Fitzpatrick";12.0;385.0;"5+";4820.0
"UK Insurance";"North";"Leeds";"Mr M Pope";12.0;255.0;"3";4822.0
"UK Insurance";"North";"Leeds";"Mr M Pope";12.0;255.0;"3";4823.0
"UK Insurance";"North";"Leeds";"Mr M Pope";12.0;255.0;"3";4824.0
"UK Insurance";"North";"Leeds";"Mr N Dudding";12.0;365.0;"5+";4826.0
"UK Insurance";"North";"Leeds";"Mr Q James";12.0;460.0;"1";4827.0
"UK Insurance";"North";"Leeds";"Mr Q James";12.0;460.0;"1";4828.0
"UK Insurance";"North";"Leeds";"Mr Q James";12.0;460.0;"1";4829.0
"UK Insurance";"North";"Leeds";"Mr R Roddick";12.0;244.0;"1";4831.0
"UK Insurance";"North";"Leeds";"Mr T Daly";12.0;28.0;"1";4832.0
"UK Insurance";"North";"Leeds";"Mr T Daly";12.0;28.0;"1";4833.0
"UK Insurance";"North";"Leeds";"Mrs D Riddiford";12.0;353.0;"5+";4835.0
"UK Insurance";"North";"Leeds";"Mrs D Riddiford";12.0;353.0;"5+";4836.0
"UK Insurance";"North";"Leeds";"Mrs D Riddiford";12.0;353.0;"5+";4837.0
"UK Insurance";"North";"Leeds";"Mrs D Riddiford";12.0;353.0;"5+";4838.0
"UK Insurance";"North";"Leeds";"Mrs H Chik";12.0;79.0;"1";4839.0
"UK Insurance";"North";"Leeds";"Mrs H Chik";12.0;79.0;"1";4840.0
"UK Insurance";"North";"Leeds";"Mrs H Chik";12.0;79.0;"1";4841.0
"UK Insurance";"North";"Liverpool";"Mr I Lavery";14.0;229.0;"2";4844.0
"UK Insurance";"North";"Liverpool";"Mr M Arnold";14.0;196.0;"5+";4846.0
"UK Insurance";"North";"Liverpool";"Mr M Arnold";14.0;196.0;"5+";4847.0
"UK Insurance";"North";"Liverpool";"Mr M Carimando";14.0;209.0;"5+";4848.0
"UK Insurance";"North";"Liverpool";"Mr M Carimando";14.0;209.0;"5+";4849.0
"UK Insurance";"North";"Liverpool";"Mr M McKee";14.0;226.0;"5+";4851.0
"UK Insurance";"North";"Liverpool";"Mr M McKee";14.0;226.0;"5+";4852.0
"UK Insurance";"North";"Liverpool";"Mr Q Basker";14.0;294.0;"4";4855.0
"UK Insurance";"North";"Liverpool";"Mr Q Pope";14.0;222.0;"5+";4857.0
"UK Insurance";"North";"Liverpool";"Mr Q Pope";14.0;222.0;"5+";4858.0
"UK Insurance";"North";"Liverpool";"Mr Q Pope";14.0;222.0;"5+";4859.0
"UK Insurance";"North";"Liverpool";"Mr Q Pope";14.0;222.0;"5+";4860.0
"UK Insurance";"North";"Liverpool";"Mr Q Pope";14.0;222.0;"5+";4861.0
"UK Insurance";"North";"Liverpool";"Mrs A Ford";14.0;114.0;"5+";4864.0
"UK Insurance";"North";"Liverpool";"Mrs A Ford";14.0;114.0;"5+";4865.0
"UK Insurance";"North";"Liverpool";"Mrs A Ford";14.0;114.0;"5+";4866.0
"UK Insurance";"North";"Liverpool";"Mrs H Clark";14.0;343.0;"2";4868.0
"UK Insurance";"North";"Liverpool";"Mrs L Munro";14.0;210.0;"0";4870.0
"UK Insurance";"North";"Liverpool";"Mrs N Thompson";14.0;228.0;"5+";4872.0
"UK Insurance";"North";"Liverpool";"Mrs N Villiers";14.0;311.0;"2";4874.0
"UK Insurance";"North";"Liverpool";"Mrs Q Peace";14.0;249.0;"1";4876.0
"UK Insurance";"North";"Manchester";"Mr B Chik";16.0;280.0;"3";4878.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";4880.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";4881.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";4882.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";4883.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";4884.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";4885.0
"UK Insurance";"North";"Manchester";"Mr H Mistry";16.0;356.0;"3";4887.0
"UK Insurance";"North";"Manchester";"Mr H Mistry";16.0;356.0;"3";4888.0
"UK Insurance";"North";"Manchester";"Mr I Ford";16.0;273.0;"0";4889.0
"UK Insurance";"North";"Manchester";"Mr I Ford";16.0;273.0;"0";4890.0
"UK Insurance";"North";"Manchester";"Mr K McKee";16.0;420.0;"5+";4892.0
"UK Insurance";"North";"Manchester";"Mr K McKee";16.0;420.0;"5+";4893.0
"UK Insurance";"North";"Manchester";"Mr L Lunn";16.0;455.0;"2";4894.0
"UK Insurance";"North";"Manchester";"Mr L Lunn";16.0;455.0;"2";4895.0
"UK Insurance";"North";"Manchester";"Mr M Belcher";16.0;363.0;"0";4896.0
"UK Insurance";"North";"Manchester";"Mr M Belcher";16.0;363.0;"0";4897.0
"UK Insurance";"North";"Manchester";"Mrs E Rees";16.0;188.0;"0";4899.0
"UK Insurance";"North";"Manchester";"Mrs E Rees";16.0;188.0;"0";4900.0
"UK Insurance";"North";"Manchester";"Mrs E Rees";16.0;188.0;"0";4901.0
"UK Insurance";"North";"Manchester";"Mrs F Luckman";16.0;260.0;"5+";4903.0
"UK Insurance";"North";"Manchester";"Mrs H Eaton";16.0;112.0;"5+";4905.0
"UK Insurance";"North";"Manchester";"Mrs H Eaton";16.0;112.0;"5+";4906.0
"UK Insurance";"North";"Manchester";"Mrs H Eaton";16.0;112.0;"5+";4907.0
"UK Insurance";"North";"Manchester";"Mrs H Eaton";16.0;112.0;"5+";4908.0
"UK Insurance";"North";"Manchester";"Mrs H Rawes";16.0;484.0;"2";4910.0
"UK Insurance";"North";"Manchester";"Mrs H Rawes";16.0;484.0;"2";4911.0
"UK Insurance";"North";"Manchester";"Mrs H Rawes";16.0;484.0;"2";4912.0
"UK Insurance";"North";"Manchester";"Mrs K Basnett";16.0;38.0;"5+";4914.0
"UK Insurance";"North";"Manchester";"Mrs M Brown";16.0;212.0;"5+";4916.0
"UK Insurance";"North";"Manchester";"Mrs M Brown";16.0;212.0;"5+";4917.0
"UK Insurance";"North";"Manchester";"Mrs M Brown";16.0;212.0;"5+";4918.0
"UK Insurance";"North";"Manchester";"Mrs T Harris";16.0;23.0;"5+";4920.0
"UK Insurance";"North";"Manchester";"Mrs T Harris";16.0;23.0;"5+";4921.0
"UK Insurance";"North";"Manchester";"Mrs T Harris";16.0;23.0;"5+";4922.0
"UK Insurance";"North";"Newcastle";"Miss K Bennett";18.0;135.0;"0";4924.0
"UK Insurance";"North";"Newcastle";"Mr D Law";18.0;251.0;"5+";4926.0
"UK Insurance";"North";"Newcastle";"Mr D Law";18.0;251.0;"5+";4927.0
"UK Insurance";"North";"Newcastle";"Mr D Law";18.0;251.0;"5+";4928.0
"UK Insurance";"North";"Newcastle";"Mr D Law";18.0;251.0;"5+";4929.0
"UK Insurance";"North";"Newcastle";"Mr D Sharma";18.0;326.0;"1";4931.0
"UK Insurance";"North";"Newcastle";"Mr F Carimando";18.0;95.0;"5+";4933.0
"UK Insurance";"North";"Newcastle";"Mr F Carimando";18.0;95.0;"5+";4934.0
"UK Insurance";"North";"Newcastle";"Mr F Carimando";18.0;95.0;"5+";4935.0
"UK Insurance";"North";"Newcastle";"Mr K Smyth";18.0;457.0;"5+";4937.0
"UK Insurance";"North";"Newcastle";"Mr K Smyth";18.0;457.0;"5+";4938.0
"UK Insurance";"North";"Newcastle";"Mr K Smyth";18.0;457.0;"5+";4939.0
"UK Insurance";"North";"Newcastle";"Mr R Lee";18.0;154.0;"1";4940.0
"UK Insurance";"North";"Newcastle";"Mr T Thorington";18.0;461.0;"1";4942.0
"UK Insurance";"North";"Newcastle";"Mr T Thorington";18.0;461.0;"1";4943.0
"UK Insurance";"North";"Newcastle";"Mr T Thorington";18.0;461.0;"1";4944.0
"UK Insurance";"North";"Newcastle";"Mr T Thorington";18.0;461.0;"1";4945.0
"UK Insurance";"North";"Newcastle";"Mrs A Adams";18.0;115.0;"5+";4947.0
"UK Insurance";"North";"Newcastle";"Mrs A Adams";18.0;115.0;"5+";4948.0
"UK Insurance";"North";"Newcastle";"Mrs A Adams";18.0;115.0;"5+";4949.0
"UK Insurance";"North";"Newcastle";"Mrs A Adams";18.0;115.0;"5+";4950.0
"UK Insurance";"North";"Newcastle";"Mrs A Sterland";18.0;406.0;"5+";4952.0
"UK Insurance";"North";"Newcastle";"Mrs A Sterland";18.0;406.0;"5+";4953.0
"UK Insurance";"North";"Newcastle";"Mrs A Sterland";18.0;406.0;"5+";4954.0
"UK Insurance";"North";"Newcastle";"Mrs F Bond";18.0;96.0;"5+";4956.0
"UK Insurance";"North";"Newcastle";"Mrs F Bond";18.0;96.0;"5+";4957.0
"UK Insurance";"North";"Newcastle";"Mrs G Geppert";18.0;473.0;"5+";4959.0
"UK Insurance";"North";"Newcastle";"Mrs G Saul";18.0;391.0;"5+";4960.0
"UK Insurance";"North";"Newcastle";"Mrs Q Murray";18.0;479.0;"5+";4962.0
"UK Insurance";"North";"Newcastle";"Mrs Q Murray";18.0;479.0;"5+";4963.0
"UK Insurance";"North";"Newcastle";"Mrs Q Murray";18.0;479.0;"5+";4964.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";4966.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";4967.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";4968.0
"UK Insurance";"South East";"City";"Miss C Basnett";10.0;254.0;"4";5135.0
"UK Insurance";"South East";"City";"Mr B Harris";10.0;333.0;"3";5137.0
"UK Insurance";"South East";"City";"Mr B Harris";10.0;333.0;"3";5138.0
"UK Insurance";"South East";"City";"Mr F Mather";10.0;1.0;"5+";5139.0
"UK Insurance";"South East";"City";"Mr J Howe";10.0;29.0;"5+";5142.0
"UK Insurance";"South East";"City";"Mr J Howe";10.0;29.0;"5+";5143.0
"UK Insurance";"South East";"City";"Mr J Howe";10.0;29.0;"5+";5144.0
"UK Insurance";"South East";"City";"Mr L Lee";10.0;332.0;"5+";5146.0
"UK Insurance";"South East";"City";"Mr L Lee";10.0;332.0;"5+";5147.0
"UK Insurance";"South East";"City";"Mr M Souter";10.0;81.0;"0";5148.0
"UK Insurance";"South East";"City";"Mr M Souter";10.0;81.0;"0";5149.0
"UK Insurance";"South East";"City";"Mr M Souter";10.0;81.0;"0";5150.0
"UK Insurance";"South East";"City";"Mr M Souter";10.0;81.0;"0";5151.0
"UK Insurance";"South East";"City";"Mr N Opperman";10.0;143.0;"1";5153.0
"UK Insurance";"South East";"City";"Mr N Stevens";10.0;285.0;"3";5155.0
"UK Insurance";"South East";"City";"Mr N Stevens";10.0;285.0;"3";5156.0
"UK Insurance";"South East";"City";"Mr N Stevens";10.0;285.0;"3";5157.0
"UK Insurance";"South East";"City";"Mr N Stevens";10.0;285.0;"3";5158.0
"UK Insurance";"South East";"City";"Mr O Hewlett";10.0;5.0;"5+";5160.0
"UK Insurance";"South East";"City";"Mr R McCulley";10.0;168.0;"4";5162.0
"UK Insurance";"South East";"City";"Mrs E Jones";10.0;493.0;"5+";5164.0
"UK Insurance";"South East";"City";"Mrs E Jones";10.0;493.0;"5+";5165.0
"UK Insurance";"South East";"City";"Mrs J Garrett";10.0;89.0;"5+";5167.0
"UK Insurance";"South East";"City";"Mrs J Garrett";10.0;89.0;"5+";5168.0
"UK Insurance";"South East";"City";"Mrs O Fitzpatrick";10.0;34.0;"5+";5169.0
"UK Insurance";"South East";"Croydon";"Miss E Pimblett";7.0;113.0;"2";5171.0
"UK Insurance";"South East";"Croydon";"Miss E Pimblett";7.0;113.0;"2";5172.0
"UK Insurance";"South East";"Croydon";"Miss I Tailor";7.0;352.0;"3";5174.0
"UK Insurance";"South East";"Croydon";"Miss I Tailor";7.0;352.0;"3";5175.0
"UK Insurance";"South East";"Croydon";"Miss L Darbyshire";7.0;185.0;"2";5177.0
"UK Insurance";"South East";"Croydon";"Miss L Darbyshire";7.0;185.0;"2";5178.0
"UK Insurance";"South East";"Croydon";"Mr F Pope";7.0;128.0;"5+";5180.0
"UK Insurance";"South East";"Croydon";"Mr G Howe";7.0;321.0;"0";5182.0
"UK Insurance";"South East";"Croydon";"Mr J Bell";7.0;100.0;"1";5185.0
"UK Insurance";"South East";"Croydon";"Mr R Garrett";7.0;367.0;"5+";5188.0
"UK Insurance";"South East";"Croydon";"Mr S Connolly";7.0;126.0;"3";5190.0
"UK Insurance";"South East";"Croydon";"Mrs D Liddle";7.0;347.0;"2";5192.0
"UK Insurance";"South East";"Croydon";"Mrs H Sterland";7.0;161.0;"5+";5195.0
"UK Insurance";"South East";"Croydon";"Mrs M Wakelin";7.0;182.0;"5+";5198.0
"UK Insurance";"South East";"Croydon";"Mrs M Wakelin";7.0;182.0;"5+";5199.0
"UK Insurance";"South East";"Croydon";"Mrs M Wakelin";7.0;182.0;"5+";5200.0
"UK Insurance";"South East";"Croydon";"Mrs M Wakelin";7.0;182.0;"5+";5201.0
"UK Insurance";"South East";"Croydon";"Mrs N Valder";7.0;470.0;"5+";5203.0
"UK Insurance";"South East";"Croydon";"Mrs N Valder";7.0;470.0;"5+";5204.0
"UK Insurance";"South East";"Croydon";"Mrs O White";7.0;136.0;"5+";5206.0
"UK Insurance";"South East";"Croydon";"Mrs O White";7.0;136.0;"5+";5207.0
"UK Insurance";"South East";"Croydon";"Mrs O White";7.0;136.0;"5+";5208.0
"UK Insurance";"South East";"Croydon";"Mrs Q Coleman";7.0;92.0;"5+";5210.0
"UK Insurance";"South East";"Eastbourne";"Miss N Duffy";5.0;102.0;"5+";5212.0
"UK Insurance";"South East";"Eastbourne";"Miss Q Boardman";5.0;366.0;"0";5213.0
"UK Insurance";"South East";"Eastbourne";"Miss Q Boardman";5.0;366.0;"0";5214.0
"UK Insurance";"South East";"Eastbourne";"Mr B Horn";5.0;465.0;"0";5216.0
"UK Insurance";"South East";"Eastbourne";"Mr B Horn";5.0;465.0;"0";5217.0
"UK Insurance";"South East";"Eastbourne";"Mr B Horn";5.0;465.0;"0";5218.0
"UK Insurance";"South East";"Eastbourne";"Mr I Geppert";5.0;215.0;"4";5221.0
"UK Insurance";"South East";"Eastbourne";"Mr M Reynolds";5.0;51.0;"1";5223.0
"UK Insurance";"South East";"Eastbourne";"Mrs B Rance";5.0;50.0;"4";5225.0
"UK Insurance";"South East";"Eastbourne";"Mrs B Rance";5.0;50.0;"4";5226.0
"UK Insurance";"South East";"Eastbourne";"Mrs C Mistry";5.0;270.0;"4";5227.0
"UK Insurance";"South East";"Eastbourne";"Mrs C Mistry";5.0;270.0;"4";5228.0
"UK Insurance";"South East";"Eastbourne";"Mrs E Hanks";5.0;495.0;"1";5229.0
"UK Insurance";"South East";"Eastbourne";"Mrs E Hanks";5.0;495.0;"1";5230.0
"UK Insurance";"South East";"Eastbourne";"Mrs E Hanks";5.0;495.0;"1";5231.0
"UK Insurance";"South East";"Eastbourne";"Mrs I Howe";5.0;418.0;"5+";5233.0
"UK Insurance";"South East";"Eastbourne";"Mrs I Howe";5.0;418.0;"5+";5234.0
"UK Insurance";"South East";"Maidstone";"Miss C Lee";15.0;439.0;"5+";5237.0
"UK Insurance";"South East";"Maidstone";"Miss C Lee";15.0;439.0;"5+";5238.0
"UK Insurance";"South East";"Maidstone";"Miss C Lee";15.0;439.0;"5+";5239.0
"UK Insurance";"South East";"Maidstone";"Miss C Lee";15.0;439.0;"5+";5240.0
"UK Insurance";"South East";"Maidstone";"Mr D Liddle";15.0;440.0;"0";5241.0
"UK Insurance";"South East";"Maidstone";"Mr F Daly";15.0;15.0;"0";5242.0
"UK Insurance";"South East";"Maidstone";"Mr F Daly";15.0;15.0;"0";5243.0
"UK Insurance";"South East";"Maidstone";"Mr G Fitzpatrick";15.0;291.0;"2";5245.0
"UK Insurance";"South East";"Maidstone";"Mr G Fitzpatrick";15.0;291.0;"2";5246.0
"UK Insurance";"South East";"Maidstone";"Mr H Chik";15.0;122.0;"0";5247.0
"UK Insurance";"South East";"Maidstone";"Mr H Connolly";15.0;245.0;"3";5249.0
"UK Insurance";"South East";"Maidstone";"Mr J Reynolds";15.0;67.0;"5+";5251.0
"UK Insurance";"South East";"Maidstone";"Mr N Goodall";15.0;303.0;"5+";5253.0
"UK Insurance";"South East";"Maidstone";"Mr R Bond";15.0;171.0;"0";5255.0
"UK Insurance";"South East";"Maidstone";"Mr R Bond";15.0;171.0;"0";5256.0
"UK Insurance";"South East";"Maidstone";"Mr R Bond";15.0;171.0;"0";5257.0
"UK Insurance";"South East";"Maidstone";"Mr R Peace";15.0;474.0;"1";5258.0
"UK Insurance";"South East";"Maidstone";"Mr S Bond";15.0;309.0;"4";5260.0
"UK Insurance";"South East";"Maidstone";"Mr S Bond";15.0;309.0;"4";5261.0
"UK Insurance";"South East";"Maidstone";"Mr S Bond";15.0;309.0;"4";5262.0
"UK Insurance";"South East";"Maidstone";"Mr S Bond";15.0;309.0;"4";5263.0
"UK Insurance";"South East";"Maidstone";"Mr S Hawkins";15.0;104.0;"0";5265.0
"UK Insurance";"South East";"Maidstone";"Mr T Opperman";15.0;155.0;"5+";5267.0
"UK Insurance";"South East";"Maidstone";"Mr T Opperman";15.0;155.0;"5+";5268.0
"UK Insurance";"South East";"Maidstone";"Mr T Opperman";15.0;155.0;"5+";5269.0
"UK Insurance";"South East";"Maidstone";"Mr T Opperman";15.0;155.0;"5+";5270.0
"UK Insurance";"South East";"Maidstone";"Mr T Opperman";15.0;155.0;"5+";5271.0
"UK Insurance";"South East";"Maidstone";"Mr T Opperman";15.0;155.0;"5+";5272.0
"UK Insurance";"South East";"Maidstone";"Mr T Sharma";15.0;72.0;"0";5273.0
"UK Insurance";"South East";"Maidstone";"Mrs C Darbyshire";15.0;24.0;"4";5274.0
"UK Insurance";"South East";"Maidstone";"Mrs C Smith";15.0;83.0;"5+";5275.0
"UK Insurance";"South East";"Maidstone";"Mrs J Weaver";15.0;130.0;"3";5277.0
"UK Insurance";"South East";"Maidstone";"Mrs R Opperman";15.0;259.0;"1";5279.0
"UK Insurance";"South East";"Marlow";"Mr F Sharma";2.0;486.0;"3";5280.0
"UK Insurance";"South East";"Marlow";"Mr J Darbyshire";2.0;429.0;"3";5281.0
"UK Insurance";"South East";"Marlow";"Mr J Darbyshire";2.0;429.0;"3";5282.0
"UK Insurance";"South East";"Marlow";"Mr J Davies";2.0;149.0;"2";5283.0
"UK Insurance";"South East";"Marlow";"Mr N Harper";2.0;111.0;"0";5284.0
"UK Insurance";"South East";"Marlow";"Mr O Howe";2.0;6.0;"1";5286.0
"UK Insurance";"South East";"Marlow";"Mr O Opperman";2.0;322.0;"5+";5287.0
"UK Insurance";"South East";"Marlow";"Mr O Opperman";2.0;322.0;"5+";5288.0
"UK Insurance";"South East";"Marlow";"Mr S Bell";2.0;395.0;"5+";5290.0
"UK Insurance";"South East";"Marlow";"Mr S Bell";2.0;395.0;"5+";5291.0
"UK Insurance";"South East";"Marlow";"Mr S Bell";2.0;395.0;"5+";5292.0
"UK Insurance";"South East";"Marlow";"Mr T Mistry";2.0;105.0;"2";5293.0
"UK Insurance";"South East";"Marlow";"Mr T Mistry";2.0;105.0;"2";5294.0
"UK Insurance";"South East";"Marlow";"Mrs D Clark";2.0;380.0;"5+";5297.0
"UK Insurance";"South East";"Marlow";"Mrs D Clark";2.0;380.0;"5+";5298.0
"UK Insurance";"South East";"Marlow";"Mrs L Wharin";2.0;342.0;"5+";5300.0
"UK Insurance";"South East";"Marlow";"Mrs S Mather";2.0;78.0;"5+";5302.0
"UK Insurance";"South East";"Marlow";"Mrs S Mather";2.0;78.0;"5+";5303.0
"UK Insurance";"South West";"Bristol";"Mr A Davies";6.0;404.0;"5+";5305.0
"UK Insurance";"South West";"Bristol";"Mr B Ludlow";6.0;344.0;"5+";5307.0
"UK Insurance";"South West";"Bristol";"Mr B Ludlow";6.0;344.0;"5+";5308.0
"UK Insurance";"South West";"Bristol";"Mr I Dudding";6.0;64.0;"5+";5311.0
"UK Insurance";"South West";"Bristol";"Mr I Dudding";6.0;64.0;"5+";5312.0
"UK Insurance";"South West";"Bristol";"Mr S McKee";6.0;459.0;"0";5313.0
"UK Insurance";"South West";"Bristol";"Mr T Bond";6.0;63.0;"1";5315.0
"UK Insurance";"South West";"Bristol";"Mr T Jones";6.0;240.0;"5+";5317.0
"UK Insurance";"South West";"Bristol";"Mr T Jones";6.0;240.0;"5+";5318.0
"UK Insurance";"South West";"Bristol";"Mr T Male";6.0;433.0;"4";5320.0
"UK Insurance";"South West";"Bristol";"Mr T Male";6.0;433.0;"4";5321.0
"UK Insurance";"South West";"Bristol";"Mr T Male";6.0;433.0;"4";5322.0
"UK Insurance";"South West";"Bristol";"Mrs A Pimblett";6.0;331.0;"2";5324.0
"UK Insurance";"South West";"Bristol";"Mrs A Pimblett";6.0;331.0;"2";5325.0
"UK Insurance";"South West";"Exeter";"Mr I Munro";19.0;328.0;"1";5326.0
"UK Insurance";"South West";"Exeter";"Mr J Jones";19.0;13.0;"1";5327.0
"UK Insurance";"South West";"Exeter";"Mr L Sandison";19.0;466.0;"0";5329.0
"UK Insurance";"South West";"Exeter";"Mr L Sandison";19.0;466.0;"0";5330.0
"UK Insurance";"South West";"Exeter";"Mr M Reading";19.0;361.0;"3";5331.0
"UK Insurance";"South West";"Exeter";"Mr O North";19.0;205.0;"0";5333.0
"UK Insurance";"South West";"Exeter";"Mr T Peace";19.0;162.0;"0";5334.0
"UK Insurance";"South West";"Exeter";"Mr T Peace";19.0;162.0;"0";5335.0
"UK Insurance";"South West";"Exeter";"Mr T Peace";19.0;162.0;"0";5336.0
"UK Insurance";"South West";"Exeter";"Mrs D Reading";19.0;370.0;"4";5338.0
"UK Insurance";"South West";"Exeter";"Mrs D Reading";19.0;370.0;"4";5339.0
"UK Insurance";"South West";"Exeter";"Mrs L McKee";19.0;284.0;"5+";5341.0
"UK Insurance";"South West";"Exeter";"Mrs L McKee";19.0;284.0;"5+";5342.0
"UK Insurance";"South West";"Exeter";"Mrs L McKee";19.0;284.0;"5+";5343.0
"UK Insurance";"South West";"Exeter";"Mrs T Geppert";19.0;106.0;"0";5344.0
"UK Insurance";"South West";"Plymouth";"Miss B Sedgwick";20.0;82.0;"5+";5346.0
"UK Insurance";"South West";"Plymouth";"Miss E James";20.0;276.0;"5+";5348.0
"UK Insurance";"South West";"Plymouth";"Miss E James";20.0;276.0;"5+";5349.0
"UK Insurance";"South West";"Plymouth";"Mr A Darbyshire";20.0;31.0;"5+";5351.0
"UK Insurance";"South West";"Plymouth";"Mr A Darbyshire";20.0;31.0;"5+";5352.0
"UK Insurance";"South West";"Plymouth";"Mr A Darbyshire";20.0;31.0;"5+";5353.0
"UK Insurance";"South West";"Plymouth";"Mr A Darbyshire";20.0;31.0;"5+";5354.0
"UK Insurance";"South West";"Plymouth";"Mr A Lloyd";20.0;430.0;"5+";5356.0
"UK Insurance";"South West";"Plymouth";"Mr A Lloyd";20.0;430.0;"5+";5357.0
"UK Insurance";"South West";"Plymouth";"Mr A Lloyd";20.0;430.0;"5+";5358.0
"UK Insurance";"South West";"Plymouth";"Mr A Lloyd";20.0;430.0;"5+";5359.0
"UK Insurance";"South West";"Plymouth";"Mr B North";20.0;203.0;"5+";5361.0
"UK Insurance";"South West";"Plymouth";"Mr B North";20.0;203.0;"5+";5362.0
"UK Insurance";"South West";"Plymouth";"Mr B North";20.0;203.0;"5+";5363.0
"UK Insurance";"South West";"Plymouth";"Mr B North";20.0;203.0;"5+";5364.0
"UK Insurance";"South West";"Plymouth";"Mr D Morton";20.0;216.0;"5+";5367.0
"UK Insurance";"South West";"Plymouth";"Mr D Morton";20.0;216.0;"5+";5368.0
"UK Insurance";"South West";"Plymouth";"Mr G Harper";20.0;71.0;"3";5371.0
"UK Insurance";"South West";"Plymouth";"Mr G Harper";20.0;71.0;"3";5372.0
"UK Insurance";"South West";"Plymouth";"Mr G Harper";20.0;71.0;"3";5373.0
"UK Insurance";"South West";"Plymouth";"Mr J Kirby";20.0;317.0;"5+";5375.0
"UK Insurance";"South West";"Plymouth";"Mr J Kirby";20.0;317.0;"5+";5376.0
"UK Insurance";"South West";"Plymouth";"Mr O Starke";20.0;357.0;"1";5377.0
"UK Insurance";"South West";"Plymouth";"Mrs B Dalton";20.0;32.0;"4";5379.0
"UK Insurance";"South West";"Plymouth";"Mrs B Dalton";20.0;32.0;"4";5380.0
"UK Insurance";"South West";"Plymouth";"Mrs B Dalton";20.0;32.0;"4";5381.0
"UK Insurance";"South West";"Plymouth";"Mrs B Dalton";20.0;32.0;"4";5382.0
"UK Insurance";"South West";"Plymouth";"Mrs I Staines";20.0;491.0;"5+";5384.0
"UK Insurance";"South West";"Plymouth";"Mrs I Staines";20.0;491.0;"5+";5385.0
"UK Insurance";"South West";"Plymouth";"Mrs I Staines";20.0;491.0;"5+";5386.0
"UK Insurance";"South West";"Plymouth";"Mrs M Coleman";20.0;87.0;"2";5388.0
"UK Insurance";"South West";"Plymouth";"Mrs N Eaton";20.0;207.0;"0";5389.0
"UK Insurance";"South West";"Plymouth";"Mrs N Ryan";20.0;359.0;"1";5391.0
"UK Insurance";"South West";"Plymouth";"Mrs Q Basnett";20.0;45.0;"3";5394.0
"UK Insurance";"South West";"Plymouth";"Mrs Q Basnett";20.0;45.0;"3";5395.0
"UK Insurance";"South West";"Truro";"Miss J Bennett";21.0;80.0;"0";5397.0
"UK Insurance";"South West";"Truro";"Mr B Daly";21.0;456.0;"1";5399.0
"UK Insurance";"South West";"Truro";"Mr D Murray";21.0;213.0;"4";5402.0
"UK Insurance";"South West";"Truro";"Mr D Murray";21.0;213.0;"4";5403.0
"UK Insurance";"South West";"Truro";"Mr D Murray";21.0;213.0;"4";5404.0
"UK Insurance";"South West";"Truro";"Mr D Murray";21.0;213.0;"4";5405.0
"UK Insurance";"South West";"Truro";"Mr G Powell";21.0;160.0;"5+";5409.0
"UK Insurance";"South West";"Truro";"Mr G Powell";21.0;160.0;"5+";5410.0
"UK Insurance";"South West";"Truro";"Mr G Powell";21.0;160.0;"5+";5411.0
"UK Insurance";"South West";"Truro";"Mr I Clark";21.0;233.0;"5+";5413.0
"UK Insurance";"South West";"Truro";"Mr I Clark";21.0;233.0;"5+";5414.0
"UK Insurance";"South West";"Truro";"Mr I Clark";21.0;233.0;"5+";5415.0
"UK Insurance";"South West";"Truro";"Mr I Clark";21.0;233.0;"5+";5416.0
"UK Insurance";"South West";"Truro";"Mr O Sawyer";21.0;271.0;"0";5417.0
"UK Insurance";"South West";"Truro";"Mr P Scott";21.0;41.0;"5+";5419.0
"UK Insurance";"South West";"Truro";"Mr P Scott";21.0;41.0;"5+";5420.0
"UK Insurance";"South West";"Truro";"Mr P Scott";21.0;41.0;"5+";5421.0
"UK Insurance";"South West";"Truro";"Mr Q Dalton";21.0;47.0;"5+";5423.0
